"1870";"DPA";"NACIONAL / ANGOLA (DPA)";"1";"/293/2/";"/293/"
"252035";"3";"MESA 3";"128";"/293/2/1/1/1/43/3/";"/293/2/1/1/1/43/"
"252036";"4";"MESA 4";"128";"/293/2/1/1/1/43/4/";"/293/2/1/1/1/43/"
"252037";"5";"MESA 5";"128";"/293/2/1/1/1/43/5/";"/293/2/1/1/1/43/"
"252043";"2099";"ESCOLA PRIMÁRIA DO BAIRRO 4 DE FEVEREIRO";"64";"/293/2/1/1/1/44/";"/293/2/1/1/1/"
"252044";"1";"MESA 1";"128";"/293/2/1/1/1/44/1/";"/293/2/1/1/1/44/"
"252045";"2";"MESA 2";"128";"/293/2/1/1/1/44/2/";"/293/2/1/1/1/44/"
"252046";"3";"MESA 3";"128";"/293/2/1/1/1/44/3/";"/293/2/1/1/1/44/"
"252047";"4";"MESA 4";"128";"/293/2/1/1/1/44/4/";"/293/2/1/1/1/44/"
"252053";"2100";"ESCOLA 1º NIVEL LOMBO LOMBO 2";"64";"/293/2/1/1/1/45/";"/293/2/1/1/1/"
"252054";"1";"MESA 1";"128";"/293/2/1/1/1/45/1/";"/293/2/1/1/1/45/"
"252055";"2";"MESA 2";"128";"/293/2/1/1/1/45/2/";"/293/2/1/1/1/45/"
"252056";"3";"MESA 3";"128";"/293/2/1/1/1/45/3/";"/293/2/1/1/1/45/"
"252057";"4";"MESA 4";"128";"/293/2/1/1/1/45/4/";"/293/2/1/1/1/45/"
"252062";"2101";"ESCOLA 1º NIVEL LOMBO LOMBO 2 (2)";"64";"/293/2/1/1/1/46/";"/293/2/1/1/1/"
"252063";"1";"MESA 1";"128";"/293/2/1/1/1/46/1/";"/293/2/1/1/1/46/"
"252064";"2";"MESA 2";"128";"/293/2/1/1/1/46/2/";"/293/2/1/1/1/46/"
"252065";"3";"MESA 3";"128";"/293/2/1/1/1/46/3/";"/293/2/1/1/1/46/"
"252066";"4";"MESA 4";"128";"/293/2/1/1/1/46/4/";"/293/2/1/1/1/46/"
"252070";"2102";"ESCOLA MISSIONÁRIA FEMININA SANTA MADALENA";"64";"/293/2/1/1/1/47/";"/293/2/1/1/1/"
"252071";"1";"MESA 1";"128";"/293/2/1/1/1/47/1/";"/293/2/1/1/1/47/"
"252072";"2";"MESA 2";"128";"/293/2/1/1/1/47/2/";"/293/2/1/1/1/47/"
"252073";"3";"MESA 3";"128";"/293/2/1/1/1/47/3/";"/293/2/1/1/1/47/"
"252074";"4";"MESA 4";"128";"/293/2/1/1/1/47/4/";"/293/2/1/1/1/47/"
"252075";"2103";"ESCOLA MISSIONÁRIA FEMININA SANTA MADALENA (2)";"64";"/293/2/1/1/1/48/";"/293/2/1/1/1/"
"252076";"1";"MESA 1";"128";"/293/2/1/1/1/48/1/";"/293/2/1/1/1/48/"
"252077";"2";"MESA 2";"128";"/293/2/1/1/1/48/2/";"/293/2/1/1/1/48/"
"690554";"3";"MESA 3";"128";"/293/2/1/1/1/48/3/";"/293/2/1/1/1/48/"
"690555";"4";"MESA 4";"128";"/293/2/1/1/1/48/4/";"/293/2/1/1/1/48/"
"252078";"2104";"ESCOLA DE 1º CICLO DE LUVASSA";"64";"/293/2/1/1/1/49/";"/293/2/1/1/1/"
"252079";"1";"MESA 1";"128";"/293/2/1/1/1/49/1/";"/293/2/1/1/1/49/"
"252080";"2";"MESA 2";"128";"/293/2/1/1/1/49/2/";"/293/2/1/1/1/49/"
"252081";"3";"MESA 3";"128";"/293/2/1/1/1/49/3/";"/293/2/1/1/1/49/"
"252082";"4";"MESA 4";"128";"/293/2/1/1/1/49/4/";"/293/2/1/1/1/49/"
"251805";"2060";"CAMPO DESPORTIVO DO SPORTING";"64";"/293/2/1/1/1/5/";"/293/2/1/1/1/"
"251806";"1";"MESA 1";"128";"/293/2/1/1/1/5/1/";"/293/2/1/1/1/5/"
"690523";"2";"MESA 2";"128";"/293/2/1/1/1/5/2/";"/293/2/1/1/1/5/"
"252087";"2105";"ESCOLA DE 1º CICLO DE LUVASSA (2)";"64";"/293/2/1/1/1/50/";"/293/2/1/1/1/"
"252088";"1";"MESA 1";"128";"/293/2/1/1/1/50/1/";"/293/2/1/1/1/50/"
"252089";"2";"MESA 2";"128";"/293/2/1/1/1/50/2/";"/293/2/1/1/1/50/"
"252090";"3";"MESA 3";"128";"/293/2/1/1/1/50/3/";"/293/2/1/1/1/50/"
"690556";"4";"MESA 4";"128";"/293/2/1/1/1/50/4/";"/293/2/1/1/1/50/"
"252091";"2106";"COLÉGIO NOVA ESTRELA";"64";"/293/2/1/1/1/51/";"/293/2/1/1/1/"
"252092";"1";"MESA 1";"128";"/293/2/1/1/1/51/1/";"/293/2/1/1/1/51/"
"252093";"2";"MESA 2";"128";"/293/2/1/1/1/51/2/";"/293/2/1/1/1/51/"
"252094";"3";"MESA 3";"128";"/293/2/1/1/1/51/3/";"/293/2/1/1/1/51/"
"252095";"4";"MESA 4";"128";"/293/2/1/1/1/51/4/";"/293/2/1/1/1/51/"
"252096";"2107";"COLÉGIO NOVA ESTRELA (2)";"64";"/293/2/1/1/1/52/";"/293/2/1/1/1/"
"252097";"1";"MESA 1";"128";"/293/2/1/1/1/52/1/";"/293/2/1/1/1/52/"
"252098";"2";"MESA 2";"128";"/293/2/1/1/1/52/2/";"/293/2/1/1/1/52/"
"252099";"3";"MESA 3";"128";"/293/2/1/1/1/52/3/";"/293/2/1/1/1/52/"
"690557";"4";"MESA 4";"128";"/293/2/1/1/1/52/4/";"/293/2/1/1/1/52/"
"252100";"2108";"JUNTO À CRUZ VERMELHA";"64";"/293/2/1/1/1/53/";"/293/2/1/1/1/"
"252101";"1";"MESA 1";"128";"/293/2/1/1/1/53/1/";"/293/2/1/1/1/53/"
"252102";"2";"MESA 2";"128";"/293/2/1/1/1/53/2/";"/293/2/1/1/1/53/"
"252103";"3";"MESA 3";"128";"/293/2/1/1/1/53/3/";"/293/2/1/1/1/53/"
"690558";"4";"MESA 4";"128";"/293/2/1/1/1/53/4/";"/293/2/1/1/1/53/"
"252104";"2109";"JUNTO À CRUZ VERMELHA (2)";"64";"/293/2/1/1/1/54/";"/293/2/1/1/1/"
"252105";"1";"MESA 1";"128";"/293/2/1/1/1/54/1/";"/293/2/1/1/1/54/"
"252106";"2";"MESA 2";"128";"/293/2/1/1/1/54/2/";"/293/2/1/1/1/54/"
"690559";"3";"MESA 3";"128";"/293/2/1/1/1/54/3/";"/293/2/1/1/1/54/"
"690560";"4";"MESA 4";"128";"/293/2/1/1/1/54/4/";"/293/2/1/1/1/54/"
"252107";"2110";"ESCOLA PRIMÁRIA DO SIMULAMBUCO";"64";"/293/2/1/1/1/55/";"/293/2/1/1/1/"
"252108";"1";"MESA 1";"128";"/293/2/1/1/1/55/1/";"/293/2/1/1/1/55/"
"252109";"2";"MESA 2";"128";"/293/2/1/1/1/55/2/";"/293/2/1/1/1/55/"
"252110";"3";"MESA 3";"128";"/293/2/1/1/1/55/3/";"/293/2/1/1/1/55/"
"690561";"4";"MESA 4";"128";"/293/2/1/1/1/55/4/";"/293/2/1/1/1/55/"
"690562";"5";"MESA 5";"128";"/293/2/1/1/1/55/5/";"/293/2/1/1/1/55/"
"252111";"2111";"ESCOLA PRIMÁRIA MPUNZI ZAU";"64";"/293/2/1/1/1/56/";"/293/2/1/1/1/"
"252112";"1";"MESA 1";"128";"/293/2/1/1/1/56/1/";"/293/2/1/1/1/56/"
"252113";"2";"MESA 2";"128";"/293/2/1/1/1/56/2/";"/293/2/1/1/1/56/"
"252114";"3";"MESA 3";"128";"/293/2/1/1/1/56/3/";"/293/2/1/1/1/56/"
"252115";"4";"MESA 4";"128";"/293/2/1/1/1/56/4/";"/293/2/1/1/1/56/"
"252116";"2112";"ESCOLA PRIMÁRIA MPUNZI ZAU (2)";"64";"/293/2/1/1/1/57/";"/293/2/1/1/1/"
"252117";"1";"MESA 1";"128";"/293/2/1/1/1/57/1/";"/293/2/1/1/1/57/"
"252118";"2";"MESA 2";"128";"/293/2/1/1/1/57/2/";"/293/2/1/1/1/57/"
"252119";"3";"MESA 3";"128";"/293/2/1/1/1/57/3/";"/293/2/1/1/1/57/"
"252120";"4";"MESA 4";"128";"/293/2/1/1/1/57/4/";"/293/2/1/1/1/57/"
"252125";"2113";"JUNTO A SEDE DA COMISSÃO DOS MORADORES DO ICAZO";"64";"/293/2/1/1/1/58/";"/293/2/1/1/1/"
"252126";"1";"MESA 1";"128";"/293/2/1/1/1/58/1/";"/293/2/1/1/1/58/"
"252127";"2";"MESA 2";"128";"/293/2/1/1/1/58/2/";"/293/2/1/1/1/58/"
"252128";"3";"MESA 3";"128";"/293/2/1/1/1/58/3/";"/293/2/1/1/1/58/"
"252129";"4";"MESA 4";"128";"/293/2/1/1/1/58/4/";"/293/2/1/1/1/58/"
"252135";"2114";"JUNTO A SEDE DA COMISSÃO DOS MORADORES DO ICAZO (2)";"64";"/293/2/1/1/1/59/";"/293/2/1/1/1/"
"252136";"1";"MESA 1";"128";"/293/2/1/1/1/59/1/";"/293/2/1/1/1/59/"
"252137";"2";"MESA 2";"128";"/293/2/1/1/1/59/2/";"/293/2/1/1/1/59/"
"252138";"3";"MESA 3";"128";"/293/2/1/1/1/59/3/";"/293/2/1/1/1/59/"
"252139";"4";"MESA 4";"128";"/293/2/1/1/1/59/4/";"/293/2/1/1/1/59/"
"251807";"2061";"CAMPO DO AMÍLCAR CABRAL";"64";"/293/2/1/1/1/6/";"/293/2/1/1/1/"
"251808";"1";"MESA 1";"128";"/293/2/1/1/1/6/1/";"/293/2/1/1/1/6/"
"690524";"2";"MESA 2";"128";"/293/2/1/1/1/6/2/";"/293/2/1/1/1/6/"
"690525";"3";"MESA 3";"128";"/293/2/1/1/1/6/3/";"/293/2/1/1/1/6/"
"252143";"2115";"ESCOLA PRIMARIA Nº 2 DE SIMULAMBUCO";"64";"/293/2/1/1/1/60/";"/293/2/1/1/1/"
"252144";"1";"MESA 1";"128";"/293/2/1/1/1/60/1/";"/293/2/1/1/1/60/"
"252145";"2";"MESA 2";"128";"/293/2/1/1/1/60/2/";"/293/2/1/1/1/60/"
"252146";"3";"MESA 3";"128";"/293/2/1/1/1/60/3/";"/293/2/1/1/1/60/"
"252147";"4";"MESA 4";"128";"/293/2/1/1/1/60/4/";"/293/2/1/1/1/60/"
"252151";"2116";"ESCOLA PRIMARIA Nº 2 DE SIMULAMBUCO (2)";"64";"/293/2/1/1/1/61/";"/293/2/1/1/1/"
"252152";"1";"MESA 1";"128";"/293/2/1/1/1/61/1/";"/293/2/1/1/1/61/"
"252153";"2";"MESA 2";"128";"/293/2/1/1/1/61/2/";"/293/2/1/1/1/61/"
"252154";"3";"MESA 3";"128";"/293/2/1/1/1/61/3/";"/293/2/1/1/1/61/"
"252155";"4";"MESA 4";"128";"/293/2/1/1/1/61/4/";"/293/2/1/1/1/61/"
"252161";"2117";"ESCOLA PRIMÁRIA DE IMANHA";"64";"/293/2/1/1/1/62/";"/293/2/1/1/1/"
"252162";"1";"MESA 1";"128";"/293/2/1/1/1/62/1/";"/293/2/1/1/1/62/"
"252163";"2";"MESA 2";"128";"/293/2/1/1/1/62/2/";"/293/2/1/1/1/62/"
"252164";"3";"MESA 3";"128";"/293/2/1/1/1/62/3/";"/293/2/1/1/1/62/"
"252165";"4";"MESA 4";"128";"/293/2/1/1/1/62/4/";"/293/2/1/1/1/62/"
"252166";"5";"MESA 5";"128";"/293/2/1/1/1/62/5/";"/293/2/1/1/1/62/"
"252167";"2118";"ESCOLA PRIMÁRIA DE IMANHA (2)";"64";"/293/2/1/1/1/63/";"/293/2/1/1/1/"
"252168";"1";"MESA 1";"128";"/293/2/1/1/1/63/1/";"/293/2/1/1/1/63/"
"252169";"2";"MESA 2";"128";"/293/2/1/1/1/63/2/";"/293/2/1/1/1/63/"
"690563";"3";"MESA 3";"128";"/293/2/1/1/1/63/3/";"/293/2/1/1/1/63/"
"690564";"4";"MESA 4";"128";"/293/2/1/1/1/63/4/";"/293/2/1/1/1/63/"
"690565";"5";"MESA 5";"128";"/293/2/1/1/1/63/5/";"/293/2/1/1/1/63/"
"252170";"2119";"ESCOLA DO 1.º CICLO DO CABASSANGO";"64";"/293/2/1/1/1/64/";"/293/2/1/1/1/"
"252171";"1";"MESA 1";"128";"/293/2/1/1/1/64/1/";"/293/2/1/1/1/64/"
"252172";"2";"MESA 2";"128";"/293/2/1/1/1/64/2/";"/293/2/1/1/1/64/"
"252173";"3";"MESA 3";"128";"/293/2/1/1/1/64/3/";"/293/2/1/1/1/64/"
"252174";"4";"MESA 4";"128";"/293/2/1/1/1/64/4/";"/293/2/1/1/1/64/"
"252179";"2120";"ESCOLA DO 1.º CICLO DO CABASSANGO (2)";"64";"/293/2/1/1/1/65/";"/293/2/1/1/1/"
"252180";"1";"MESA 1";"128";"/293/2/1/1/1/65/1/";"/293/2/1/1/1/65/"
"252181";"2";"MESA 2";"128";"/293/2/1/1/1/65/2/";"/293/2/1/1/1/65/"
"252182";"3";"MESA 3";"128";"/293/2/1/1/1/65/3/";"/293/2/1/1/1/65/"
"252183";"4";"MESA 4";"128";"/293/2/1/1/1/65/4/";"/293/2/1/1/1/65/"
"252187";"2121";"ESCOLA PRIMÁRIA DE CHIUECA";"64";"/293/2/1/1/1/66/";"/293/2/1/1/1/"
"252188";"1";"MESA 1";"128";"/293/2/1/1/1/66/1/";"/293/2/1/1/1/66/"
"252189";"2";"MESA 2";"128";"/293/2/1/1/1/66/2/";"/293/2/1/1/1/66/"
"252190";"3";"MESA 3";"128";"/293/2/1/1/1/66/3/";"/293/2/1/1/1/66/"
"252192";"2122";"ESCOLA PRIMÁRIA DE CHIUECA (2)";"64";"/293/2/1/1/1/67/";"/293/2/1/1/1/"
"252193";"1";"MESA 1";"128";"/293/2/1/1/1/67/1/";"/293/2/1/1/1/67/"
"252194";"2";"MESA 2";"128";"/293/2/1/1/1/67/2/";"/293/2/1/1/1/67/"
"252195";"3";"MESA 3";"128";"/293/2/1/1/1/67/3/";"/293/2/1/1/1/67/"
"252197";"2123";"CAMPO DE FOTEBOL DE CHIWECA";"64";"/293/2/1/1/1/68/";"/293/2/1/1/1/"
"252198";"1";"MESA 1";"128";"/293/2/1/1/1/68/1/";"/293/2/1/1/1/68/"
"252199";"2";"MESA 2";"128";"/293/2/1/1/1/68/2/";"/293/2/1/1/1/68/"
"690566";"3";"MESA 3";"128";"/293/2/1/1/1/68/3/";"/293/2/1/1/1/68/"
"690567";"4";"MESA 4";"128";"/293/2/1/1/1/68/4/";"/293/2/1/1/1/68/"
"690568";"5";"MESA 5";"128";"/293/2/1/1/1/68/5/";"/293/2/1/1/1/68/"
"252200";"2124";"COLÉGIO D. DOMINGOS FRANQUE";"64";"/293/2/1/1/1/69/";"/293/2/1/1/1/"
"252201";"1";"MESA 1";"128";"/293/2/1/1/1/69/1/";"/293/2/1/1/1/69/"
"252202";"2";"MESA 2";"128";"/293/2/1/1/1/69/2/";"/293/2/1/1/1/69/"
"252203";"3";"MESA 3";"128";"/293/2/1/1/1/69/3/";"/293/2/1/1/1/69/"
"251809";"2062";"CAMPO DO AMÍLCAR CABRAL (2)";"64";"/293/2/1/1/1/7/";"/293/2/1/1/1/"
"251810";"1";"MESA 1";"128";"/293/2/1/1/1/7/1/";"/293/2/1/1/1/7/"
"690526";"2";"MESA 2";"128";"/293/2/1/1/1/7/2/";"/293/2/1/1/1/7/"
"690527";"3";"MESA 3";"128";"/293/2/1/1/1/7/3/";"/293/2/1/1/1/7/"
"252204";"2125";"COLÉGIO D. DOMINGOS FRANQUE (2)";"64";"/293/2/1/1/1/70/";"/293/2/1/1/1/"
"252205";"1";"MESA 1";"128";"/293/2/1/1/1/70/1/";"/293/2/1/1/1/70/"
"252206";"2";"MESA 2";"128";"/293/2/1/1/1/70/2/";"/293/2/1/1/1/70/"
"690569";"3";"MESA 3";"128";"/293/2/1/1/1/70/3/";"/293/2/1/1/1/70/"
"252214";"2126";"ESCOLA DO 1º NÍVEL DE VALE MABEL";"64";"/293/2/1/1/1/71/";"/293/2/1/1/1/"
"252215";"1";"MESA 1";"128";"/293/2/1/1/1/71/1/";"/293/2/1/1/1/71/"
"690570";"2";"MESA 2";"128";"/293/2/1/1/1/71/2/";"/293/2/1/1/1/71/"
"690571";"3";"MESA 3";"128";"/293/2/1/1/1/71/3/";"/293/2/1/1/1/71/"
"690572";"4";"MESA 4";"128";"/293/2/1/1/1/71/4/";"/293/2/1/1/1/71/"
"252216";"2127";"ESCOLA DO 1º CICLO DO CHIUECA";"64";"/293/2/1/1/1/72/";"/293/2/1/1/1/"
"252217";"1";"MESA 1";"128";"/293/2/1/1/1/72/1/";"/293/2/1/1/1/72/"
"252218";"2";"MESA 2";"128";"/293/2/1/1/1/72/2/";"/293/2/1/1/1/72/"
"252219";"3";"MESA 3";"128";"/293/2/1/1/1/72/3/";"/293/2/1/1/1/72/"
"690573";"4";"MESA 4";"128";"/293/2/1/1/1/72/4/";"/293/2/1/1/1/72/"
"690574";"5";"MESA 5";"128";"/293/2/1/1/1/72/5/";"/293/2/1/1/1/72/"
"252220";"2128";"ESCOLA DO 1º CICLO DO CHIUECA (2)";"64";"/293/2/1/1/1/73/";"/293/2/1/1/1/"
"252221";"1";"MESA 1";"128";"/293/2/1/1/1/73/1/";"/293/2/1/1/1/73/"
"252222";"2";"MESA 2";"128";"/293/2/1/1/1/73/2/";"/293/2/1/1/1/73/"
"690575";"3";"MESA 3";"128";"/293/2/1/1/1/73/3/";"/293/2/1/1/1/73/"
"690576";"4";"MESA 4";"128";"/293/2/1/1/1/73/4/";"/293/2/1/1/1/73/"
"690577";"5";"MESA 5";"128";"/293/2/1/1/1/73/5/";"/293/2/1/1/1/73/"
"252223";"2129";"ESCOLA PRIMÁRIA BOM DEUS";"64";"/293/2/1/1/1/74/";"/293/2/1/1/1/"
"252224";"1";"MESA 1";"128";"/293/2/1/1/1/74/1/";"/293/2/1/1/1/74/"
"690578";"2";"MESA 2";"128";"/293/2/1/1/1/74/2/";"/293/2/1/1/1/74/"
"690579";"3";"MESA 3";"128";"/293/2/1/1/1/74/3/";"/293/2/1/1/1/74/"
"252225";"2130";"ESCOLA PRIMÁRIA BOM DEUS (2)";"64";"/293/2/1/1/1/75/";"/293/2/1/1/1/"
"252226";"1";"MESA 1";"128";"/293/2/1/1/1/75/1/";"/293/2/1/1/1/75/"
"690580";"2";"MESA 2";"128";"/293/2/1/1/1/75/2/";"/293/2/1/1/1/75/"
"690581";"3";"MESA 3";"128";"/293/2/1/1/1/75/3/";"/293/2/1/1/1/75/"
"690582";"2131";"COLEGIO  DON ALFREDO SUNGO";"64";"/293/2/1/1/1/76/";"/293/2/1/1/1/"
"690583";"1";"MESA 1";"128";"/293/2/1/1/1/76/1/";"/293/2/1/1/1/76/"
"690584";"2";"MESA 2";"128";"/293/2/1/1/1/76/2/";"/293/2/1/1/1/76/"
"690585";"3";"MESA 3";"128";"/293/2/1/1/1/76/3/";"/293/2/1/1/1/76/"
"690586";"4";"MESA 4";"128";"/293/2/1/1/1/76/4/";"/293/2/1/1/1/76/"
"690587";"5";"MESA 5";"128";"/293/2/1/1/1/76/5/";"/293/2/1/1/1/76/"
"690588";"2132";"COLEGIO  DON ALFREDO SUNGO (2)";"64";"/293/2/1/1/1/77/";"/293/2/1/1/1/"
"690589";"1";"MESA 1";"128";"/293/2/1/1/1/77/1/";"/293/2/1/1/1/77/"
"690590";"2";"MESA 2";"128";"/293/2/1/1/1/77/2/";"/293/2/1/1/1/77/"
"690591";"3";"MESA 3";"128";"/293/2/1/1/1/77/3/";"/293/2/1/1/1/77/"
"690592";"4";"MESA 4";"128";"/293/2/1/1/1/77/4/";"/293/2/1/1/1/77/"
"690593";"5";"MESA 5";"128";"/293/2/1/1/1/77/5/";"/293/2/1/1/1/77/"
"690594";"2133";"CENTRO PRÉ UNIVERSITÁRIO BUCO NGOIO";"64";"/293/2/1/1/1/78/";"/293/2/1/1/1/"
"690595";"1";"MESA 1";"128";"/293/2/1/1/1/78/1/";"/293/2/1/1/1/78/"
"690596";"2";"MESA 2";"128";"/293/2/1/1/1/78/2/";"/293/2/1/1/1/78/"
"690597";"3";"MESA 3";"128";"/293/2/1/1/1/78/3/";"/293/2/1/1/1/78/"
"690598";"4";"MESA 4";"128";"/293/2/1/1/1/78/4/";"/293/2/1/1/1/78/"
"690599";"5";"MESA 5";"128";"/293/2/1/1/1/78/5/";"/293/2/1/1/1/78/"
"690600";"2134";"CENTRO PRÉ UNIVERSITÁRIO BUCO NGOIO (2)";"64";"/293/2/1/1/1/79/";"/293/2/1/1/1/"
"690601";"1";"MESA 1";"128";"/293/2/1/1/1/79/1/";"/293/2/1/1/1/79/"
"690602";"2";"MESA 2";"128";"/293/2/1/1/1/79/2/";"/293/2/1/1/1/79/"
"690603";"3";"MESA 3";"128";"/293/2/1/1/1/79/3/";"/293/2/1/1/1/79/"
"690604";"4";"MESA 4";"128";"/293/2/1/1/1/79/4/";"/293/2/1/1/1/79/"
"690605";"5";"MESA 5";"128";"/293/2/1/1/1/79/5/";"/293/2/1/1/1/79/"
"251811";"2063";"ESCOLA PRIMÁRIA COMANDANTE VALÓDIA";"64";"/293/2/1/1/1/8/";"/293/2/1/1/1/"
"251812";"1";"MESA 1";"128";"/293/2/1/1/1/8/1/";"/293/2/1/1/1/8/"
"690528";"2";"MESA 2";"128";"/293/2/1/1/1/8/2/";"/293/2/1/1/1/8/"
"690529";"3";"MESA 3";"128";"/293/2/1/1/1/8/3/";"/293/2/1/1/1/8/"
"690606";"2135";"INSTITUTO MÉDIO DE ECONOMIA CABASSANGO";"64";"/293/2/1/1/1/80/";"/293/2/1/1/1/"
"690607";"1";"MESA 1";"128";"/293/2/1/1/1/80/1/";"/293/2/1/1/1/80/"
"690608";"2";"MESA 2";"128";"/293/2/1/1/1/80/2/";"/293/2/1/1/1/80/"
"690609";"3";"MESA 3";"128";"/293/2/1/1/1/80/3/";"/293/2/1/1/1/80/"
"690610";"4";"MESA 4";"128";"/293/2/1/1/1/80/4/";"/293/2/1/1/1/80/"
"690611";"2136";"INSTITUTO MÉDIO DE ECONOMIA CABASSANGO (2)";"64";"/293/2/1/1/1/81/";"/293/2/1/1/1/"
"690612";"1";"MESA 1";"128";"/293/2/1/1/1/81/1/";"/293/2/1/1/1/81/"
"690613";"2";"MESA 2";"128";"/293/2/1/1/1/81/2/";"/293/2/1/1/1/81/"
"690614";"3";"MESA 3";"128";"/293/2/1/1/1/81/3/";"/293/2/1/1/1/81/"
"690615";"4";"MESA 4";"128";"/293/2/1/1/1/81/4/";"/293/2/1/1/1/81/"
"690616";"2137";"COLÉGIO JOÃO SEMO & FILHOS";"64";"/293/2/1/1/1/82/";"/293/2/1/1/1/"
"690617";"1";"MESA 1";"128";"/293/2/1/1/1/82/1/";"/293/2/1/1/1/82/"
"690618";"2";"MESA 2";"128";"/293/2/1/1/1/82/2/";"/293/2/1/1/1/82/"
"690619";"3";"MESA 3";"128";"/293/2/1/1/1/82/3/";"/293/2/1/1/1/82/"
"690620";"4";"MESA 4";"128";"/293/2/1/1/1/82/4/";"/293/2/1/1/1/82/"
"690621";"5";"MESA 5";"128";"/293/2/1/1/1/82/5/";"/293/2/1/1/1/82/"
"690622";"2138";"ESCOLA PRIMÁRIA HOJE YA HENDA - MONGO BALANÇA";"64";"/293/2/1/1/1/83/";"/293/2/1/1/1/"
"690623";"1";"MESA 1";"128";"/293/2/1/1/1/83/1/";"/293/2/1/1/1/83/"
"690624";"2";"MESA 2";"128";"/293/2/1/1/1/83/2/";"/293/2/1/1/1/83/"
"690625";"3";"MESA 3";"128";"/293/2/1/1/1/83/3/";"/293/2/1/1/1/83/"
"690626";"4";"MESA 4";"128";"/293/2/1/1/1/83/4/";"/293/2/1/1/1/83/"
"690627";"5";"MESA 5";"128";"/293/2/1/1/1/83/5/";"/293/2/1/1/1/83/"
"690628";"2139";"COLÉGIO GIOVANI";"64";"/293/2/1/1/1/84/";"/293/2/1/1/1/"
"690629";"1";"MESA 1";"128";"/293/2/1/1/1/84/1/";"/293/2/1/1/1/84/"
"690630";"2";"MESA 2";"128";"/293/2/1/1/1/84/2/";"/293/2/1/1/1/84/"
"690631";"3";"MESA 3";"128";"/293/2/1/1/1/84/3/";"/293/2/1/1/1/84/"
"690632";"4";"MESA 4";"128";"/293/2/1/1/1/84/4/";"/293/2/1/1/1/84/"
"690633";"5";"MESA 5";"128";"/293/2/1/1/1/84/5/";"/293/2/1/1/1/84/"
"690634";"2140";"ESCOLA PRIMÁRIA DO MBUCO";"64";"/293/2/1/1/1/85/";"/293/2/1/1/1/"
"690635";"1";"MESA 1";"128";"/293/2/1/1/1/85/1/";"/293/2/1/1/1/85/"
"690636";"2";"MESA 2";"128";"/293/2/1/1/1/85/2/";"/293/2/1/1/1/85/"
"690637";"3";"MESA 3";"128";"/293/2/1/1/1/85/3/";"/293/2/1/1/1/85/"
"690638";"4";"MESA 4";"128";"/293/2/1/1/1/85/4/";"/293/2/1/1/1/85/"
"690639";"5";"MESA 5";"128";"/293/2/1/1/1/85/5/";"/293/2/1/1/1/85/"
"690640";"2141";"COLÉGIO NGOIO";"64";"/293/2/1/1/1/86/";"/293/2/1/1/1/"
"690641";"1";"MESA 1";"128";"/293/2/1/1/1/86/1/";"/293/2/1/1/1/86/"
"690642";"2";"MESA 2";"128";"/293/2/1/1/1/86/2/";"/293/2/1/1/1/86/"
"690643";"3";"MESA 3";"128";"/293/2/1/1/1/86/3/";"/293/2/1/1/1/86/"
"690644";"4";"MESA 4";"128";"/293/2/1/1/1/86/4/";"/293/2/1/1/1/86/"
"690645";"5";"MESA 5";"128";"/293/2/1/1/1/86/5/";"/293/2/1/1/1/86/"
"690646";"2142";"ESCOLA PRIMÁRIA SAMBO PRINCIPE FRANQUE (CHINGA)";"64";"/293/2/1/1/1/87/";"/293/2/1/1/1/"
"690647";"1";"MESA 1";"128";"/293/2/1/1/1/87/1/";"/293/2/1/1/1/87/"
"690648";"2";"MESA 2";"128";"/293/2/1/1/1/87/2/";"/293/2/1/1/1/87/"
"690649";"3";"MESA 3";"128";"/293/2/1/1/1/87/3/";"/293/2/1/1/1/87/"
"690650";"4";"MESA 4";"128";"/293/2/1/1/1/87/4/";"/293/2/1/1/1/87/"
"690651";"5";"MESA 5";"128";"/293/2/1/1/1/87/5/";"/293/2/1/1/1/87/"
"690652";"2143";"CL LUBOTA";"64";"/293/2/1/1/1/88/";"/293/2/1/1/1/"
"690653";"1";"MESA 1";"128";"/293/2/1/1/1/88/1/";"/293/2/1/1/1/88/"
"690654";"2";"MESA 2";"128";"/293/2/1/1/1/88/2/";"/293/2/1/1/1/88/"
"690655";"3";"MESA 3";"128";"/293/2/1/1/1/88/3/";"/293/2/1/1/1/88/"
"690656";"4";"MESA 4";"128";"/293/2/1/1/1/88/4/";"/293/2/1/1/1/88/"
"690657";"2144";"CL LUBOTA (2)";"64";"/293/2/1/1/1/89/";"/293/2/1/1/1/"
"690658";"1";"MESA 1";"128";"/293/2/1/1/1/89/1/";"/293/2/1/1/1/89/"
"690659";"2";"MESA 2";"128";"/293/2/1/1/1/89/2/";"/293/2/1/1/1/89/"
"690660";"3";"MESA 3";"128";"/293/2/1/1/1/89/3/";"/293/2/1/1/1/89/"
"690661";"4";"MESA 4";"128";"/293/2/1/1/1/89/4/";"/293/2/1/1/1/89/"
"251813";"2064";"ESCOLA PRIMÁRIA COMANDANTE VALÓDIA (2)";"64";"/293/2/1/1/1/9/";"/293/2/1/1/1/"
"251814";"1";"MESA 1";"128";"/293/2/1/1/1/9/1/";"/293/2/1/1/1/9/"
"690530";"2";"MESA 2";"128";"/293/2/1/1/1/9/2/";"/293/2/1/1/1/9/"
